"","name","variable","date","value"
"144","西城","Tair",2013-03-01,5.53257
"145","西城","Rainf",2013-03-01,0.091464
"146","西城","GPP",2014-03-01,2.600718
"147","西城","ET",2014-03-01,0.401807
"148","西城","LAI",2014-03-01,0.601047
"149","西城","Tair",2014-03-01,5.69325
"150","西城","Rainf",2014-03-01,0.026636
"151","西城","GPP",2015-03-01,2.68505
"152","西城","ET",2015-03-01,0.393443
"153","西城","LAI",2015-03-01,0.601047
"154","西城","Tair",2015-03-01,4.553416
"155","西城","Rainf",2015-03-01,0
"156","西城","GPP",2016-03-01,2.60042
"157","西城","ET",2016-03-01,0.373083
"158","西城","LAI",2016-03-01,0.605677
"159","西城","Tair",2016-03-01,5.841138
"160","西城","Rainf",2016-03-01,0
"161","西城","GPP",2017-03-01,2.801764
"162","西城","ET",2017-03-01,0.443241
"163","西城","LAI",2017-03-01,0.620971
"164","西城","Tair",2017-03-01,6.911474
"165","西城","Rainf",2017-03-01,0
"166","西城","GPP",2018-03-01,2.596655
"167","西城","ET",2018-03-01,0.540274
"168","西城","LAI",2018-03-01,0.600646
"169","西城","Tair",2018-03-01,6.208456
"170","西城","Rainf",2018-03-01,0.197366
"171","西城","GPP",2019-03-01,2.744471
"172","西城","ET",2019-03-01,0.49055
"173","西城","LAI",2019-03-01,0.601634
"174","西城","Tair",2019-03-01,10.029119
"175","西城","Rainf",2019-03-01,0
"176","西城","GPP",2013-03-15,2.792633
"177","西城","ET",2013-03-15,0.637485
"178","西城","LAI",2013-03-15,0.621443
"179","西城","Tair",2013-03-15,6.94811
"180","西城","Rainf",2013-03-15,0.263855
"181","西城","GPP",2014-03-15,2.848558
"182","西城","ET",2014-03-15,0.766436
"183","西城","LAI",2014-03-15,0.601047
"184","西城","Tair",2014-03-15,13.94745
"185","西城","Rainf",2014-03-15,0.20724
"186","西城","GPP",2015-03-15,2.809661
"187","西城","ET",2015-03-15,0.657274
"188","西城","LAI",2015-03-15,0.601047
"189","西城","Tair",2015-03-15,13.048299
"190","西城","Rainf",2015-03-15,0.083619
"191","西城","GPP",2016-03-15,2.756722
"192","西城","ET",2016-03-15,0.565059
"193","西城","LAI",2016-03-15,0.605677
"194","西城","Tair",2016-03-15,13.165764
"195","西城","Rainf",2016-03-15,0
"196","西城","GPP",2017-03-15,2.751514
"197","西城","ET",2017-03-15,0.962736
"198","西城","LAI",2017-03-15,0.620971
"199","西城","Tair",2017-03-15,9.928955
"200","西城","Rainf",2017-03-15,0.548174
"201","西城","GPP",2018-03-15,2.619646
"202","西城","ET",2018-03-15,0.546536
"203","西城","LAI",2018-03-15,0.600646
"204","西城","Tair",2018-03-15,13.54521
"205","西城","Rainf",2018-03-15,0
"206","西城","GPP",2019-03-15,2.764807
"207","西城","ET",2019-03-15,0.83131
"208","西城","LAI",2019-03-15,0.601634
"209","西城","Tair",2019-03-15,12.476826
"210","西城","Rainf",2019-03-15,0.264709
"211","西城","GPP",2013-04-01,2.971367
"212","西城","ET",2013-04-01,0.524073
"213","西城","LAI",2013-04-01,0.618364
"214","西城","Tair",2013-04-01,9.187014
"215","西城","Rainf",2013-04-01,0.020276
"216","西城","GPP",2014-04-01,2.918358
"217","西城","ET",2014-04-01,1.601237
"218","西城","LAI",2014-04-01,0.618416
"219","西城","Tair",2014-04-01,15.787009
"220","西城","Rainf",2014-04-01,0.954748
"221","西城","GPP",2015-04-01,2.934957
"222","西城","ET",2015-04-01,2.472667
"223","西城","LAI",2015-04-01,0.612843
"224","西城","Tair",2015-04-01,11.005308
"225","西城","Rainf",2015-04-01,2.425358
"226","西城","GPP",2016-04-01,2.754436
"227","西城","ET",2016-04-01,1.163435
"228","西城","LAI",2016-04-01,0.605677
"229","西城","Tair",2016-04-01,14.445756
"230","西城","Rainf",2016-04-01,0.586296
"231","西城","GPP",2017-04-01,3.291614
"232","西城","ET",2017-04-01,1.181332
"233","西城","LAI",2017-04-01,0.769958
"234","西城","Tair",2017-04-01,15.009368
"235","西城","Rainf",2017-04-01,0.534101
"236","西城","GPP",2018-04-01,3.145473
"237","西城","ET",2018-04-01,2.274413
"238","西城","LAI",2018-04-01,0.680182
"239","西城","Tair",2018-04-01,12.397015
"240","西城","Rainf",2018-04-01,2.093514
"241","西城","GPP",2019-04-01,2.878887
"242","西城","ET",2019-04-01,0.95522
"243","西城","LAI",2019-04-01,0.630084
"244","西城","Tair",2019-04-01,14.66819
"245","西城","Rainf",2019-04-01,0.310135
"246","西城","GPP",2013-04-15,3.019445
"247","西城","ET",2013-04-15,0.867655
"248","西城","LAI",2013-04-15,0.618364
"249","西城","Tair",2013-04-15,15.543266
"250","西城","Rainf",2013-04-15,0.150019
"251","西城","GPP",2014-04-15,2.879734
"252","西城","ET",2014-04-15,1.014164
"253","西城","LAI",2014-04-15,0.618416
"254","西城","Tair",2014-04-15,17.678576
"255","西城","Rainf",2014-04-15,0.243321
"256","西城","GPP",2015-04-15,2.224712
"257","西城","ET",2015-04-15,0.886631
"258","西城","LAI",2015-04-15,0.612843
"259","西城","Tair",2015-04-15,21.654068
"260","西城","Rainf",2015-04-15,0
"261","西城","GPP",2016-04-15,2.465113
"262","西城","ET",2016-04-15,1.329842
"263","西城","LAI",2016-04-15,0.605677
"264","西城","Tair",2016-04-15,19.7041
"265","西城","Rainf",2016-04-15,0.522345
"266","西城","GPP",2017-04-15,2.696584
"267","西城","ET",2017-04-15,1.046309
"268","西城","LAI",2017-04-15,0.769958
"269","西城","Tair",2017-04-15,19.930927
"270","西城","Rainf",2017-04-15,0.042041
"271","西城","GPP",2018-04-15,2.680738
"272","西城","ET",2018-04-15,1.510966
"273","西城","LAI",2018-04-15,0.680182
"274","西城","Tair",2018-04-15,22.046545
"275","西城","Rainf",2018-04-15,0.612165
"276","西城","GPP",2019-04-15,2.835968
"277","西城","ET",2019-04-15,3.093429
"278","西城","LAI",2019-04-15,0.630084
"279","西城","Tair",2019-04-15,18.22122
"280","西城","Rainf",2019-04-15,2.69407
"281","西城","GPP",2013-05-01,2.51341
"282","西城","ET",2013-05-01,2.512605
"283","西城","LAI",2013-05-01,0.618364
"284","西城","Tair",2013-05-01,20.437899
"285","西城","Rainf",2013-05-01,1.664781
"286","西城","GPP",2014-05-01,2.740717
"287","西城","ET",2014-05-01,2.986456
"288","西城","LAI",2014-05-01,0.618416
"289","西城","Tair",2014-05-01,18.043016
"290","西城","Rainf",2014-05-01,2.186218
"291","西城","GPP",2015-05-01,2.665083
"292","西城","ET",2015-05-01,3.547166
"293","西城","LAI",2015-05-01,0.654843
"294","西城","Tair",2015-05-01,18.646326
"295","西城","Rainf",2015-05-01,3.225822
"296","西城","GPP",2016-05-01,2.541955
"297","西城","ET",2016-05-01,3.895237
"298","西城","LAI",2016-05-01,0.614428
"299","西城","Tair",2016-05-01,19.249565
"300","西城","Rainf",2016-05-01,5.022788
"301","西城","GPP",2017-05-01,2.256121
"302","西城","ET",2017-05-01,2.454521
"303","西城","LAI",2017-05-01,0.655656
"304","西城","Tair",2017-05-01,21.346193
"305","西城","Rainf",2017-05-01,1.484753
"306","西城","GPP",2018-05-01,2.267452
"307","西城","ET",2018-05-01,3.518962
"308","西城","LAI",2018-05-01,0.666888
"309","西城","Tair",2018-05-01,23.506111
"310","西城","Rainf",2018-05-01,2.7076
"311","西城","GPP",2019-05-01,2.018878
"312","西城","ET",2019-05-01,3.158359
"313","西城","LAI",2019-05-01,0.747672
"314","西城","Tair",2019-05-01,23.256479
"315","西城","Rainf",2019-05-01,2.231496
"316","西城","GPP",2013-05-15,2.15945
"317","西城","ET",2013-05-15,1.253502
"318","西城","LAI",2013-05-15,0.618364
"319","西城","Tair",2013-05-15,23.418848
"320","西城","Rainf",2013-05-15,0.319986
"321","西城","GPP",2014-05-15,1.664672
"322","西城","ET",2014-05-15,2.448581
"323","西城","LAI",2014-05-15,0.618416
"324","西城","Tair",2014-05-15,25.619123
"325","西城","Rainf",2014-05-15,1.434529
"326","西城","GPP",2015-05-15,1.521593
"327","西城","ET",2015-05-15,2.239629
"328","西城","LAI",2015-05-15,0.654843
"329","西城","Tair",2015-05-15,26.135183
"330","西城","Rainf",2015-05-15,1.106394
"331","西城","GPP",2016-05-15,1.724921
"332","西城","ET",2016-05-15,1.422107
"333","西城","LAI",2016-05-15,0.614428
"334","西城","Tair",2016-05-15,24.128765
"335","西城","Rainf",2016-05-15,0.270049
"336","西城","GPP",2017-05-15,1.86993
"337","西城","ET",2017-05-15,3.194129
"338","西城","LAI",2017-05-15,0.655656
"339","西城","Tair",2017-05-15,25.626617
"340","西城","Rainf",2017-05-15,2.18995
"341","西城","GPP",2018-05-15,1.454451
"342","西城","ET",2018-05-15,1.827526
"343","西城","LAI",2018-05-15,0.666888
"344","西城","Tair",2018-05-15,26.575556
"345","西城","Rainf",2018-05-15,0.753787
"346","西城","GPP",2019-05-15,1.018459
"347","西城","ET",2019-05-15,3.111019
"348","西城","LAI",2019-05-15,0.747672
"349","西城","Tair",2019-05-15,27.932234
"350","西城","Rainf",2019-05-15,1.961388
"351","西城","GPP",2013-06-01,2.51621
"352","西城","ET",2013-06-01,1.536864
"353","西城","LAI",2013-06-01,0.6063
"354","西城","Tair",2013-06-01,23.470984
"355","西城","Rainf",2013-06-01,0.483718
"356","西城","GPP",2014-06-01,2.791969
"357","西城","ET",2014-06-01,2.304327
"358","西城","LAI",2014-06-01,0.623483
"359","西城","Tair",2014-06-01,24.010269
"360","西城","Rainf",2014-06-01,1.298467
"361","西城","GPP",2015-06-01,2.777147
"362","西城","ET",2015-06-01,4.269018
"363","西城","LAI",2015-06-01,0.876639
"364","西城","Tair",2015-06-01,24.908712
"365","西城","Rainf",2015-06-01,3.332008
"366","西城","GPP",2016-06-01,2.341917
"367","西城","ET",2016-06-01,2.736376
"368","西城","LAI",2016-06-01,0.614428
"369","西城","Tair",2016-06-01,24.103224
"370","西城","Rainf",2016-06-01,1.696187
"371","西城","GPP",2017-06-01,2.714604
"372","西城","ET",2017-06-01,1.330468
"373","西城","LAI",2017-06-01,0.954781
"374","西城","Tair",2017-06-01,24.191578
"375","西城","Rainf",2017-06-01,0
"376","西城","GPP",2018-06-01,1.548837
"377","西城","ET",2018-06-01,1.945523
"378","西城","LAI",2018-06-01,0.645166
"379","西城","Tair",2018-06-01,27.509651
"380","西城","Rainf",2018-06-01,0.813655
"381","西城","GPP",2019-06-01,2.363144
"382","西城","ET",2019-06-01,2.433789
"383","西城","LAI",2019-06-01,0.860152
"384","西城","Tair",2019-06-01,27.222389
"385","西城","Rainf",2019-06-01,1.078334
"386","西城","GPP",2013-06-15,2.49944
"387","西城","ET",2013-06-15,4.705324
"388","西城","LAI",2013-06-15,0.6063
"389","西城","Tair",2013-06-15,24.74402
"390","西城","Rainf",2013-06-15,5.010951
"391","西城","GPP",2014-06-15,2.776214
"392","西城","ET",2014-06-15,4.057479
"393","西城","LAI",2014-06-15,0.623483
"394","西城","Tair",2014-06-15,26.015106
"395","西城","Rainf",2014-06-15,3.180562
"396","西城","GPP",2015-06-15,3.073129
"397","西城","ET",2015-06-15,1.331764
"398","西城","LAI",2015-06-15,0.876639
"399","西城","Tair",2015-06-15,25.64403
"400","西城","Rainf",2015-06-15,0
"401","西城","GPP",2016-06-15,1.864275
"402","西城","ET",2016-06-15,3.262499
"403","西城","LAI",2016-06-15,0.614428
"404","西城","Tair",2016-06-15,27.320724
"405","西城","Rainf",2016-06-15,2.193437
"406","西城","GPP",2017-06-15,3.180279
"407","西城","ET",2017-06-15,3.523763
"408","西城","LAI",2017-06-15,0.954781
"409","西城","Tair",2017-06-15,26.636801
"410","西城","Rainf",2017-06-15,2.317823
"411","西城","GPP",2018-06-15,1.053183
"412","西城","ET",2018-06-15,1.223315
"413","西城","LAI",2018-06-15,0.645166
"414","西城","Tair",2018-06-15,30.581411
"415","西城","Rainf",2018-06-15,0
"416","西城","GPP",2019-06-15,1.735204
"417","西城","ET",2019-06-15,1.366103
"418","西城","LAI",2019-06-15,0.860152
"419","西城","Tair",2019-06-15,29.283283
"420","西城","Rainf",2019-06-15,0
"421","西城","GPP",2013-07-01,2.852076
"422","西城","ET",2013-07-01,5.5387
"423","西城","LAI",2013-07-01,0.6063
"424","西城","Tair",2013-07-01,27.354368
"425","西城","Rainf",2013-07-01,10.784712
"426","西城","GPP",2014-07-01,2.324993
"427","西城","ET",2014-07-01,4.141713
"428","西城","LAI",2014-07-01,0.623483
"429","西城","Tair",2014-07-01,27.745829
"430","西城","Rainf",2014-07-01,3.340536
"431","西城","GPP",2015-07-01,2.977735
"432","西城","ET",2015-07-01,3.893867
"433","西城","LAI",2015-07-01,0.876639
"434","西城","Tair",2015-07-01,27.865633
"435","西城","Rainf",2015-07-01,2.638495
"436","西城","GPP",2016-07-01,2.425909
"437","西城","ET",2016-07-01,2.547939
"438","西城","LAI",2016-07-01,0.614428
"439","西城","Tair",2016-07-01,28.137472
"440","西城","Rainf",2016-07-01,1.555979
"441","西城","GPP",2017-07-01,3.439084
"442","西城","ET",2017-07-01,4.708297
"443","西城","LAI",2017-07-01,0.954781
"444","西城","Tair",2017-07-01,29.757046
"445","西城","Rainf",2017-07-01,5.939556
"446","西城","GPP",2018-07-01,2.544853
"447","西城","ET",2018-07-01,4.479016
"448","西城","LAI",2018-07-01,0.645166
"449","西城","Tair",2018-07-01,29.341019
"450","西城","Rainf",2018-07-01,5.91632
"451","西城","GPP",2019-07-01,2.165075
"452","西城","ET",2019-07-01,4.412189
"453","西城","LAI",2019-07-01,0.860152
"454","西城","Tair",2019-07-01,29.878958
"455","西城","Rainf",2019-07-01,5.288396
"456","西城","GPP",2013-07-15,2.69964
"457","西城","ET",2013-07-15,4.140097
"458","西城","LAI",2013-07-15,0.6063
"459","西城","Tair",2013-07-15,28.205256
"460","西城","Rainf",2013-07-15,3.319921
"461","西城","GPP",2014-07-15,2.316922
"462","西城","ET",2014-07-15,3.252593
"463","西城","LAI",2014-07-15,0.623483
"464","西城","Tair",2014-07-15,29.057508
"465","西城","Rainf",2014-07-15,2.245999
"466","西城","GPP",2015-07-15,3.779936
"467","西城","ET",2015-07-15,5.203228
"468","西城","LAI",2015-07-15,0.876639
"469","西城","Tair",2015-07-15,28.505747
"470","西城","Rainf",2015-07-15,8.030579
"471","西城","GPP",2016-07-15,3.071791
"472","西城","ET",2016-07-15,5.805221
"473","西城","LAI",2016-07-15,0.614428
"474","西城","Tair",2016-07-15,28.03145
"475","西城","Rainf",2016-07-15,13.301176
"476","西城","GPP",2017-07-15,3.000315
"477","西城","ET",2017-07-15,3.825838
"478","西城","LAI",2017-07-15,0.954781
"479","西城","Tair",2017-07-15,29.837753
"480","西城","Rainf",2017-07-15,3.672495
"481","西城","GPP",2018-07-15,2.163491
"482","西城","ET",2018-07-15,6.621131
"483","西城","LAI",2018-07-15,0.645166
"484","西城","Tair",2018-07-15,32.726528
"485","西城","Rainf",2018-07-15,13.966936
"486","西城","GPP",2019-07-15,1.842055
"487","西城","ET",2019-07-15,4.683257
"488","西城","LAI",2019-07-15,0.860152
"489","西城","Tair",2019-07-15,33.204575
"490","西城","Rainf",2019-07-15,5.456789
"491","西城","GPP",2013-08-01,2.508586
"492","西城","ET",2013-08-01,4.192667
"493","西城","LAI",2013-08-01,0.6063
"494","西城","Tair",2013-08-01,29.26363
"495","西城","Rainf",2013-08-01,3.400325
"496","西城","GPP",2014-08-01,2.572264
"497","西城","ET",2014-08-01,4.021108
"498","西城","LAI",2014-08-01,0.623483
"499","西城","Tair",2014-08-01,27.44891
"500","西城","Rainf",2014-08-01,3.331192
"501","西城","GPP",2015-08-01,2.963808
"502","西城","ET",2015-08-01,3.090944
"503","西城","LAI",2015-08-01,0.876639
"504","西城","Tair",2015-08-01,29.062876
"505","西城","Rainf",2015-08-01,1.757461
"506","西城","GPP",2016-08-01,2.604239
"507","西城","ET",2016-08-01,4.217852
"508","西城","LAI",2016-08-01,0.614428
"509","西城","Tair",2016-08-01,29.158308
"510","西城","Rainf",2016-08-01,4.708677
"511","西城","GPP",2017-08-01,1.922896
"512","西城","ET",2017-08-01,4.90033
"513","西城","LAI",2017-08-01,0.954781
"514","西城","Tair",2017-08-01,32.555313
"515","西城","Rainf",2017-08-01,7.278129
"516","西城","GPP",2018-08-01,1.773444
"517","西城","ET",2018-08-01,5.308382
"518","西城","LAI",2018-08-01,0.645166
"519","西城","Tair",2018-08-01,32.846901
"520","西城","Rainf",2018-08-01,8.741683
"521","西城","GPP",2019-08-01,2.360596
"522","西城","ET",2019-08-01,4.576774
"523","西城","LAI",2019-08-01,0.860152
"524","西城","Tair",2019-08-01,30.756371
"525","西城","Rainf",2019-08-01,7.203244
"526","西城","GPP",2013-08-15,2.526429
"527","西城","ET",2013-08-15,3.439579
"528","西城","LAI",2013-08-15,0.6063
"529","西城","Tair",2013-08-15,26.221109
"530","西城","Rainf",2013-08-15,2.595553
"531","西城","GPP",2014-08-15,2.565426
"532","西城","ET",2014-08-15,2.342989
"533","西城","LAI",2014-08-15,0.623483
"534","西城","Tair",2014-08-15,25.726112
"535","西城","Rainf",2014-08-15,1.394226
"536","西城","GPP",2015-08-15,3.157088
"537","西城","ET",2015-08-15,4.092533
"538","西城","LAI",2015-08-15,0.876639
"539","西城","Tair",2015-08-15,26.598972
"540","西城","Rainf",2015-08-15,4.030446
"541","西城","GPP",2016-08-15,2.443235
"542","西城","ET",2016-08-15,0.930884
"543","西城","LAI",2016-08-15,0.614428
"544","西城","Tair",2016-08-15,26.25157
"545","西城","Rainf",2016-08-15,0.013686
"546","西城","GPP",2017-08-15,2.657859
"547","西城","ET",2017-08-15,4.129336
"548","西城","LAI",2017-08-15,0.954781
"549","西城","Tair",2017-08-15,28.078894
"550","西城","Rainf",2017-08-15,5.368339
"551","西城","GPP",2018-08-15,1.928212
"552","西城","ET",2018-08-15,1.053041
"553","西城","LAI",2018-08-15,0.645166
"554","西城","Tair",2018-08-15,29.464891
"555","西城","Rainf",2018-08-15,0.008937
"556","西城","GPP",2019-08-15,1.726436
"557","西城","ET",2019-08-15,1.826086
"558","西城","LAI",2019-08-15,0.860152
"559","西城","Tair",2019-08-15,29.177217
"560","西城","Rainf",2019-08-15,0.51532
"561","西城","GPP",2013-09-01,2.802294
"562","西城","ET",2013-09-01,1.229415
"563","西城","LAI",2013-09-01,0.666831
"564","西城","Tair",2013-09-01,22.916176
"565","西城","Rainf",2013-09-01,0.500319
"566","西城","GPP",2014-09-01,2.918145
"567","西城","ET",2014-09-01,2.859133
"568","西城","LAI",2014-09-01,0.674381
"569","西城","Tair",2014-09-01,22.936861
"570","西城","Rainf",2014-09-01,2.711349
"571","西城","GPP",2015-09-01,2.61833
"572","西城","ET",2015-09-01,2.845671
"573","西城","LAI",2015-09-01,0.677641
"574","西城","Tair",2015-09-01,23.147264
"575","西城","Rainf",2015-09-01,3.188191
"576","西城","GPP",2016-09-01,2.269764
"577","西城","ET",2016-09-01,2.015928
"578","西城","LAI",2016-09-01,0.614428
"579","西城","Tair",2016-09-01,25.418827
"580","西城","Rainf",2016-09-01,1.178908
"581","西城","GPP",2017-09-01,2.230846
"582","西城","ET",2017-09-01,1.129609
"583","西城","LAI",2017-09-01,0.954781
"584","西城","Tair",2017-09-01,28.511181
"585","西城","Rainf",2017-09-01,0
"586","西城","GPP",2018-09-01,2.060698
"587","西城","ET",2018-09-01,0.955233
"588","西城","LAI",2018-09-01,0.863876
"589","西城","Tair",2018-09-01,27.810472
"590","西城","Rainf",2018-09-01,0.00546
"591","西城","GPP",2019-09-01,1.335781
"592","西城","ET",2019-09-01,1.393826
"593","西城","LAI",2019-09-01,0.710255
"594","西城","Tair",2019-09-01,29.53706
"595","西城","Rainf",2019-09-01,0.492436
"596","西城","GPP",2013-09-15,2.946165
"597","西城","ET",2013-09-15,1.192649
"598","西城","LAI",2013-09-15,0.666831
"599","西城","Tair",2013-09-15,19.60865
"600","西城","Rainf",2013-09-15,0.592342
"601","西城","GPP",2014-09-15,2.994618
"602","西城","ET",2014-09-15,1.850871
"603","西城","LAI",2014-09-15,0.674381
"604","西城","Tair",2014-09-15,19.359125
"605","西城","Rainf",2014-09-15,1.380831
"606","西城","GPP",2015-09-15,2.794963
"607","西城","ET",2015-09-15,2.016004
"608","西城","LAI",2015-09-15,0.677641
"609","西城","Tair",2015-09-15,21.549032
"610","西城","Rainf",2015-09-15,1.366208
"611","西城","GPP",2016-09-15,2.610253
"612","西城","ET",2016-09-15,1.505884
"613","西城","LAI",2016-09-15,0.614428
"614","西城","Tair",2016-09-15,20.560574
"615","西城","Rainf",2016-09-15,0.835548
"616","西城","GPP",2017-09-15,2.546005
"617","西城","ET",2017-09-15,1.169973
"618","西城","LAI",2017-09-15,0.954781
"619","西城","Tair",2017-09-15,24.484756
"620","西城","Rainf",2017-09-15,0.127508
"621","西城","GPP",2018-09-15,2.798526
"622","西城","ET",2018-09-15,0.857428
"623","西城","LAI",2018-09-15,0.863876
"624","西城","Tair",2018-09-15,21.77701
"625","西城","Rainf",2018-09-15,0
"626","西城","GPP",2019-09-15,1.885266
"627","西城","ET",2019-09-15,0.899634
"628","西城","LAI",2019-09-15,0.710255
"629","西城","Tair",2019-09-15,26.264725
"630","西城","Rainf",2019-09-15,0
"631","西城","GPP",2013-10-01,2.539393
"632","西城","ET",2013-10-01,1.556184
"633","西城","LAI",2013-10-01,0.618364
"634","西城","Tair",2013-10-01,17.119081
"635","西城","Rainf",2013-10-01,1.053525
"636","西城","GPP",2014-10-01,2.659364
"637","西城","ET",2014-10-01,0.566856
